,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
1979,55,koggwd9a20190406,1,2.090833333,8.5575,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follow the boxer.,1,1,1
1980,55,koggwd9a20190406,0,2.859166667,7.4575,slap,AC,A,C,1,The cowboy slaps the professor.,the cop slap the swimmer.,1,1,1
1981,55,koggwd9a20190406,0,2.195833333,7.693333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun kiss the dancer.,1,1,1
1982,56,ktdwbygk20190406,1,3.896666667,7.139166667,chase,AC,A,C,1,The nun chases the sailor.,the cop chases the robber,1,1,0
1983,56,ktdwbygk20190406,1,7.875833333,7.113333333,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun is following the boxer,1,1,0
1984,56,ktdwbygk20190406,1,1.8925,7,scold,AC,A,C,0,The waitress scolds the boxer.,the police is scolding the ballerina,1,1,0
1985,56,ktdwbygk20190406,1,2.610833333,11.2,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist is kissing the clown,1,1,0
1986,56,ktdwbygk20190406,1,1.899166667,7.246666667,chase,AC,A,C,0,The policeman chases the robber.,the policeman is chasing the swimmer,1,1,0
1987,56,ktdwbygk20190406,1,2.315833333,7.266666667,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun is following the soldier,1,1,0
1988,56,ktdwbygk20190406,1,1.1575,9.630833333,push,AI,A,I,1,The chef push the clown.,the cowboy pushed the swimmer,1,1,0
1989,56,ktdwbygk20190406,1,2.1175,6.334166667,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate is chasing the robber,1,1,0
1990,56,ktdwbygk20190406,1,1.156666667,7.441666667,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
1991,56,ktdwbygk20190406,1,1.54,7.040833333,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress is chasing the doctor,1,1,0
1992,56,ktdwbygk20190406,1,1.319166667,10.6125,slap,AC,A,C,0,The cowboy slaps the ballerina.,the policeman slaps the boxer,1,1,0
1993,56,ktdwbygk20190406,1,1.573333333,8.705,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
1994,56,ktdwbygk20190406,1,2.26,8.1075,follow,AC,A,C,0,The nun follows the cowboy.,the pirate is following the doctor,1,1,0
1995,56,ktdwbygk20190406,1,1.39,9.370833333,scold,PC,P,C,0,The monk is scolded by the swimmer.,the teacher is scolding the soldier,1,1,0
1996,56,ktdwbygk20190406,1,2.036666667,5.678333333,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
1997,56,ktdwbygk20190406,1,1.105833333,7.224166667,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
1998,56,ktdwbygk20190406,1,1.549166667,7.1175,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
1999,56,ktdwbygk20190406,1,1.51,7.750833333,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
2000,56,ktdwbygk20190406,1,1.1575,5.900833333,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
2001,56,ktdwbygk20190406,1,7.2625,5.831666667,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
2002,56,ktdwbygk20190406,1,1.203333333,7.678333333,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the clown,1,1,0
2003,56,ktdwbygk20190406,1,4.555833333,6.565,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun kisses the ballerina,1,1,0
2004,56,ktdwbygk20190406,1,5.415,6.130833333,slap,AC,A,C,1,The cowboy slaps the professor.,the police slaps the swimmer,1,1,0
2005,56,ktdwbygk20190406,1,1.536666667,5.471666667,scold,PC,P,C,1,The doctor is scolded by the professor.,the police scolds the boxer,1,1,0
2006,56,ktdwbygk20190406,1,1.590833333,10.23333333,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
2007,56,ktdwbygk20190406,1,3.480833333,7.530833333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,1,0
2008,56,ktdwbygk20190406,1,1.52,5.885,pull,AI,A,I,1,The boxer pull the soldier.,the soldier pulls the ballerina,1,1,0
2009,56,ktdwbygk20190406,1,1.295,7.6475,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,1,0
2010,56,ktdwbygk20190406,1,1.289166667,5.544166667,shoot,AI,A,I,0,The actress shoot the robber.,the chef shoots the boxer,1,1,0
2011,56,ktdwbygk20190406,1,1.440833333,7.0175,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,1,0
2012,56,ktdwbygk20190406,1,1.3825,6.106666667,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
2013,56,ktdwbygk20190406,1,1.331666667,6.610833333,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
2014,56,ktdwbygk20190406,1,1.04,6.020833333,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scolds the sailor,1,1,0
2015,56,ktdwbygk20190406,1,1.403333333,6.3175,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the robber,1,1,0
2016,56,ktdwbygk20190406,1,1.615833333,7.05,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,1,0
2017,56,ktdwbygk20190406,1,1.568333333,5.245,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slaps the sailor,1,1,0
2018,57,mv0xg66s20190413,1,6.111666667,7.444166667,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor,1,1,0
2019,57,mv0xg66s20190413,1,3.0075,14.33,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The monk follows the soldier,1,1,0
2020,57,mv0xg66s20190413,1,2.606666667,10.53,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slapped the swimmer,1,1,0
2021,57,mv0xg66s20190413,1,2.524166667,8.3525,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina,1,1,0
2022,57,mv0xg66s20190413,1,3.121666667,7.623333333,tickle,AI,A,I,0,The soldier tickle the boxer.,The maid tickled the doctor,1,1,0
2023,57,mv0xg66s20190413,1,2.688333333,5.819166667,follow,PC,P,C,0,The ballerina is followed by the pirate.,The monk is following the boxer,1,1,0
2024,57,mv0xg66s20190413,0,2.2475,11.72666667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer,1,1,0
2025,57,mv0xg66s20190413,1,2.125,6.566666667,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The boxer pulls the clown,1,1,0
2026,57,mv0xg66s20190413,1,5.889166667,9.5275,follow,AC,A,C,1,The nun follows the doctor.,The pirate followed the sailor,1,1,0
2027,57,mv0xg66s20190413,1,2.2775,6.963333333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slapped the ballerina,1,1,0
2028,57,mv0xg66s20190413,1,5.306666667,12.07333333,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slapped the boxer,1,1,0
2029,57,mv0xg66s20190413,1,3.671666667,10.66083333,kick,PI,P,I,0,The clown is kicken by the nun. ,The waitress kicked the burglar,1,1,0
2030,57,mv0xg66s20190413,1,1.991666667,8.656666667,kiss,AC,A,C,0,The pirate kisses the clown.,The artist kissed the soldier,1,1,0
2031,57,mv0xg66s20190413,1,3.626666667,9.836666667,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The chef shoots the swimmer,1,1,0
2032,57,mv0xg66s20190413,1,13.32666667,7.135,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer,1,1,0
2033,57,mv0xg66s20190413,0,5.3075,9.3475,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touches the clown,1,1,0
2034,57,mv0xg66s20190413,1,19.74916667,5.881666667,chase,AC,A,C,1,The nun chases the sailor.,The policeman chased the burglar,1,1,0
2035,57,mv0xg66s20190413,0,1.901666667,5.859166667,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The waitress tickles the monk,1,1,0
2036,57,mv0xg66s20190413,1,8.555,8.37,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scolds the ballerina,1,1,0
2037,57,mv0xg66s20190413,1,2.469166667,7.145833333,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punched the doctor,1,1,0
2038,57,mv0xg66s20190413,1,2.016666667,7.374166667,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punched the clown,1,1,0
2039,57,mv0xg66s20190413,1,2.1275,9.050833333,chase,PC,P,C,0,The swimmer is chased by the nun.,The waitress chased the doctor,1,1,0
2040,57,mv0xg66s20190413,1,6.250833333,7.9975,shoot,AI,A,I,0,The actress shoot the robber. ,The chef shoots the boxer,1,1,0
2041,57,mv0xg66s20190413,1,1.581666667,7.470833333,chase,PC,P,C,1,The monk is chased by the policeman.,The burglar is chased by the pirate,0,0,0
2042,57,mv0xg66s20190413,1,1.9275,6.7875,punch,AC,A,C,0,The cowboy punches the nun.,The artist punched the monk,1,1,0
2043,57,mv0xg66s20190413,1,2.9975,11.02083333,scold,PC,P,C,1,The doctor is scolded by the professor. ,The boxer is scolded by the policeman,0,0,0
2044,57,mv0xg66s20190413,1,8.391666667,6.880833333,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer,1,1,0
2045,57,mv0xg66s20190413,1,1.518333333,6.038333333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kisses the clown,1,1,0
2046,57,mv0xg66s20190413,1,8.45,6.574166667,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the ballerina,1,1,0
2047,57,mv0xg66s20190413,1,3.649166667,5.6975,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punches the ballerina,1,1,0
2048,57,mv0xg66s20190413,1,4.208333333,6.200833333,kick,AI,A,I,1,The policeman kick the boxer.,The ballerina kicked the clown,1,1,0
2049,57,mv0xg66s20190413,1,2.3975,7.9475,scold,PC,P,C,0,The monk is scolded by the swimmer. ,the professor scolds the soldier,1,1,0
2050,57,mv0xg66s20190413,1,6.2575,10.10583333,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kissed the boxer,1,1,0
2051,57,mv0xg66s20190413,1,2.1825,4.9925,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slaps the sailor,1,1,0
2052,57,mv0xg66s20190413,1,6.6425,5.791666667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor,1,1,0
2053,57,mv0xg66s20190413,1,13.1475,27.22583333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kissed the ballerina,1,1,0
2054,58,mxflxnhf20190413,1,1.4025,14.035,follow,AC,A,C,1,The nun follows the doctor.,The sailor is followed by the pirate,0,0,0
2055,58,mxflxnhf20190413,1,2.200833333,9.496666667,kiss,PC,P,C,1,The boxer is kissed by the artist.,The ballerina is kissed by the nun,0,0,0
2056,58,mxflxnhf20190413,1,1.964166667,8.9775,chase,AC,A,C,0,The policeman chases the robber.,The swimmer chased by the polliceman,0,0,1
2057,58,mxflxnhf20190413,1,1.6075,11.31,follow,PC,P,C,0,The ballerina is followed by the pirate.,The boxer followed by the nun,0,0,1
2059,58,mxflxnhf20190413,1,2.035833333,8.190833333,pull,AI,A,I,1,The boxer pull the soldier.,The robber pull the ballerina,1,1,1
2060,58,mxflxnhf20190413,1,1.991666667,10.34416667,chase,PC,P,C,1,The monk is chased by the policeman.,The robber chases the thief,1,1,0
2061,58,mxflxnhf20190413,1,1.253333333,8.1775,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer,1,1,0
2062,58,mxflxnhf20190413,1,1.939166667,17.05,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor chased by the waitress,0,0,1
2063,58,mxflxnhf20190413,0,1.855833333,7.644166667,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer,1,1,0
2064,58,mxflxnhf20190413,1,35.39416667,16.48833333,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,the girl ticklen by the father,0,0,1
2065,58,mxflxnhf20190413,0,11.785,15.3325,tickle,AI,A,I,0,The soldier tickle the boxer.,the girl tickled by the father,0,0,1
2066,58,mxflxnhf20190413,0,0.325833333,14.77,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the boy kissed by the girlfriend,0,0,1
2067,58,mxflxnhf20190413,1,8.939166667,15.5525,push,AI,A,I,1,The chef push the clown.,the police pused by the thief,0,0,1
2068,58,mxflxnhf20190413,1,3.239166667,22.10416667,punch,PC,P,C,1,The ballerina is punched by the artist.,the boxer bunched by the father,0,0,1
2069,58,mxflxnhf20190413,1,3.946666667,12.55833333,kiss,AC,A,C,1,The artist kisses the ballerina.,the girl kissed by the boyfriend,0,0,1
2070,58,mxflxnhf20190413,0,6.535833333,16.32583333,kick,PI,P,I,0,The clown is kicken by the nun. ,the person kicked by the teacher,0,0,1
2071,58,mxflxnhf20190413,1,3.079166667,14.47,kick,AI,A,I,1,The policeman kick the boxer.,the teacher kicked by boy,0,0,1
2072,58,mxflxnhf20190413,1,2.6525,12.03083333,touch,PI,P,I,1,The doctor is touchen by the waitress.,the police toched by the person,0,0,1
2073,58,mxflxnhf20190413,0,3.4475,13.48333333,scold,AC,A,C,0,The waitress scolds the boxer.,the police scoled by the girl,0,0,1
2074,58,mxflxnhf20190413,1,4.598333333,11.365,scold,PC,P,C,1,The doctor is scolded by the professor. ,the police scoled by the boxer,0,0,1
2075,58,mxflxnhf20190413,1,6.7075,14.87166667,punch,AC,A,C,1,The cowboy punches the swimmer.,the boxer bunced by the person,0,0,1
2076,58,mxflxnhf20190413,0,3.009166667,13.16583333,push,PI,P,I,0,The monk is pushen by the policeman.,the perosn bushed by the girl,0,0,1
2077,58,mxflxnhf20190413,0,2.775,13.15916667,touch,AI,A,I,0,The waitress touch the professor.,the police touched by the swimmer,0,0,1
2078,58,mxflxnhf20190413,1,3.184166667,15.79083333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,the thief followed by the police,0,0,1
2080,58,mxflxnhf20190413,0,1.704166667,13.965,kiss,AC,A,C,0,The pirate kisses the clown.,the girl kissed by the boy friend,0,0,1
2081,58,mxflxnhf20190413,0,5.085833333,16.23666667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the girl slapped by boy,1,0,1
2082,58,mxflxnhf20190413,0,1.1275,13.29833333,punch,AC,A,C,0,The cowboy punches the nun.,the boxer bunched by the thief,0,0,1
2083,58,mxflxnhf20190413,0,4.994166667,15.52333333,scold,PC,P,C,0,The monk is scolded by the swimmer. ,the doctor scoled by the batter,0,0,1
2084,58,mxflxnhf20190413,0,4.64,15.945,follow,AC,A,C,0,The nun follows the cowboy.,the thief followed by the father,0,0,1
2085,58,mxflxnhf20190413,1,6.480833333,19.2525,slap,PC,P,C,1,The clown is slapped by the policeman.,the policeman slapped by the boy,0,0,1
2086,58,mxflxnhf20190413,1,5.210833333,13.85166667,scold,AC,A,C,1,The policeman scolds the doctor.,the doctor scoled by the person,0,0,1
2087,58,mxflxnhf20190413,0,0.500833333,11.37333333,punch,PC,P,C,0,The policeman is punched by the artist.,the bxed bunched by the girl,0,0,1
2088,58,mxflxnhf20190413,0,1.07,14.5975,shoot,AI,A,I,0,The actress shoot the robber. ,the ched shoot the person,1,1,1
2089,58,mxflxnhf20190413,1,1.09,13.685,shot,PI,P,I,1,The ballerina is shooted by the artist. ,the chef shoot by the thief,0,0,1
2090,58,mxflxnhf20190413,1,2.9325,14.45083333,chase,AC,A,C,1,The nun chases the sailor.,the thief chased by the person,1,1,1
2091,58,mxflxnhf20190413,0,12.09166667,17.7775,pull,PI,P,I,0,The waitress is pullen by the pirate. ,the person pullen by the boxer,0,0,1
2092,59,mxkgmlzz20190406,1,3.35,9.883333333,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor,1,1,0
2093,59,mxkgmlzz20190406,1,4.095,10.60333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun kisses the ballerina,1,1,0
2094,59,mxkgmlzz20190406,1,3.798333333,8.3775,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,1,0
2095,59,mxkgmlzz20190406,1,2.509166667,8.31,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
2096,59,mxkgmlzz20190406,1,1.375833333,7.5975,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
2097,59,mxkgmlzz20190406,1,1.966666667,7.104166667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,1,0
2098,59,mxkgmlzz20190406,1,3.01,8.844166667,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
2099,59,mxkgmlzz20190406,1,3.815,9.136666667,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
2100,59,mxkgmlzz20190406,1,2.165833333,9.144166667,slap,AC,A,C,1,The cowboy slaps the professor.,the guard slaps the swimmer,1,1,0
2101,59,mxkgmlzz20190406,1,2.031666667,9.413333333,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress chases the doctor,1,1,0
2102,59,mxkgmlzz20190406,1,1.850833333,8.229166667,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scolds the sailor,1,1,0
2103,59,mxkgmlzz20190406,1,2.984166667,6.618333333,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slaps the sailor,1,1,0
2104,59,mxkgmlzz20190406,1,1.989166667,12.3175,chase,AC,A,C,0,The policeman chases the robber.,the policeman chases the swimmer,1,1,0
2105,59,mxkgmlzz20190406,0,3.63,10.6775,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist kisses a clown,1,1,0
2106,59,mxkgmlzz20190406,1,2.2125,6.321666667,shoot,AI,A,I,0,The actress shoot the robber.,the chef shoots the boxer,1,1,0
2107,59,mxkgmlzz20190406,1,2.310833333,9.310833333,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the thief,1,1,0
2108,59,mxkgmlzz20190406,1,1.094166667,9.4875,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the clown,1,1,0
2109,59,mxkgmlzz20190406,1,2.0625,8.85,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
2110,59,mxkgmlzz20190406,1,2.769166667,13.03583333,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
2111,59,mxkgmlzz20190406,1,3.039166667,11.11666667,scold,PC,P,C,0,The monk is scolded by the swimmer.,the professor scolds the soldier,1,1,0
2112,59,mxkgmlzz20190406,1,1.328333333,9.1775,scold,AC,A,C,0,The waitress scolds the boxer.,the policeman scolds the ballerina,1,1,0
2113,59,mxkgmlzz20190406,1,2.269166667,8.863333333,scold,PC,P,C,1,The doctor is scolded by the professor.,the policeman scolds the boxer,1,1,0
2114,59,mxkgmlzz20190406,1,1.108333333,7.7575,chase,AC,A,C,1,The nun chases the sailor.,the policeman chases the robber,1,1,0
2115,59,mxkgmlzz20190406,1,1.879166667,8.370833333,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the robber,1,1,0
2116,59,mxkgmlzz20190406,1,2.443333333,8.3025,slap,AC,A,C,0,The cowboy slaps the ballerina.,the policeman slaps the boxer,1,1,0
2117,59,mxkgmlzz20190406,1,1.813333333,7.5425,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,1,0
2118,59,mxkgmlzz20190406,1,1.3275,8.05,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
2119,59,mxkgmlzz20190406,1,2.160833333,8.004166667,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,1,0
2120,59,mxkgmlzz20190406,1,6.268333333,6.771666667,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
2121,59,mxkgmlzz20190406,0,2.794166667,7.983333333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
2122,59,mxkgmlzz20190406,1,1.595,7.429166667,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,1,0
2123,59,mxkgmlzz20190406,1,1.425,9.071666667,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
2124,59,mxkgmlzz20190406,1,4.256666667,7.93,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
